title,text,url
Hütter Hu 211,Hütter Hu 211,/wiki/H%C3%BCtter_Hu_211
DINFIA IA 24,DINFIA IA 24,/wiki/DINFIA_IA_24
DINFIA IA 25,DINFIA IA 25,/wiki/DINFIA_IA_25
DINFIA IA 28,DINFIA IA 28,/wiki/DINFIA_IA_28
DINFIA IA 31,DINFIA IA 31,/wiki/DINFIA_IA_31
DINFIA IA 35 Huanquero,DINFIA IA 35 Huanquero,/wiki/DINFIA_IA_35_Huanquero
DINFIA IA 35 Type 1A,DINFIA IA 35 Type 1A,/wiki/DINFIA_IA_35_Type_1A
DINFIA IA 35 Type 1U,DINFIA IA 35 Type 1U,/wiki/DINFIA_IA_35_Type_1U
DINFIA IA 35 Type II,DINFIA IA 35 Type II,/wiki/DINFIA_IA_35_Type_II
DINFIA IA 35 Type III,DINFIA IA 35 Type III,/wiki/DINFIA_IA_35_Type_III
DINFIA IA 35 Type IV,DINFIA IA 35 Type IV,/wiki/DINFIA_IA_35_Type_IV
DINFIA Constancia II,DINFIA Constancia II,/wiki/DINFIA_Constancia_II
DINFIA Pandora,DINFIA Pandora,/wiki/DINFIA_Pandora
DINFIA IA 35 Guaraní I,DINFIA IA 35 Guaraní I,/wiki/DINFIA_IA_35_Guaran%C3%AD_I
DINFIA IA 38 Naranjero,DINFIA IA 38 Naranjero,/wiki/DINFIA_IA_38_Naranjero
DINFIA IA 45 Querandi,DINFIA IA 45 Querandi,/wiki/DINFIA_IA_45_Querandi
DINFIA IA 46 Ranquel,DINFIA IA 46 Ranquel,/wiki/DINFIA_IA_46_Ranquel
FMA IA 50 Guaraní II,FMA IA 50 Guaraní II,/wiki/FMA_IA_50_Guaran%C3%AD_II
DINFIA IA 51 Tehuelche,DINFIA IA 51 Tehuelche,/wiki/DINFIA_IA_51_Tehuelche
DINFIA IA 53 Mamboretá,DINFIA IA 53 Mamboretá,/wiki/DINFIA_IA_53_Mamboret%C3%A1
FMA IA 58 Pucará,FMA IA 58 Pucará,/wiki/FMA_IA_58_Pucar%C3%A1
FMA IA 66 Pucará,FMA IA 66 Pucará,/wiki/FMA_IA_66_Pucar%C3%A1
FMA IA 63 Pampa,FMA IA 63 Pampa,/wiki/FMA_IA_63_Pampa
IABSA Premier 64-01,IABSA Premier 64-01,/wiki/IABSA_Premier_64-01
IAC TA16 Seafire,IAC TA16 Seafire,/wiki/IAC_TA16_Seafire
IAE VUT Marabou,IAE VUT Marabou,/wiki/IAE_VUT_Marabou
I.Ae. 20 El Boyero,I.Ae. 20 El Boyero,/wiki/I.Ae._20_El_Boyero
I.Ae. 22 DL,I.Ae. 22 DL,/wiki/I.Ae._22_DL
I.Ae. 24 Calquín,I.Ae. 24 Calquín,/wiki/I.Ae._24_Calqu%C3%ADn
I.Ae. 25 Mañque,I.Ae. 25 Mañque,/wiki/I.Ae._25_Ma%C3%B1que
I.Ae. 27 Pulqui I,I.Ae. 27 Pulqui I,/wiki/I.Ae._27_Pulqui_I
I.Ae. 30 Ñancú,I.Ae. 30 Ñancú,/wiki/I.Ae._30_%C3%91anc%C3%BA
I.Ae. 31 Colibrí,I.Ae. 31 Colibrí,/wiki/I.Ae._31_Colibr%C3%AD
I.Ae. 33 glider,I.Ae. 33 glider,/wiki/I.Ae._33_glider
I.Ae. 33 Pulqui II,I.Ae. 33 Pulqui II,/wiki/I.Ae._33_Pulqui_II
I.Ae. 34 Clen Antú,I.Ae. 34 Clen Antú,/wiki/I.Ae._34_Clen_Ant%C3%BA
I.Ae. 35 Huanquero,I.Ae. 35 Huanquero,/wiki/I.Ae._35_Huanquero
I.Ae. 36 Cóndor,I.Ae. 36 Cóndor,/wiki/I.Ae._36_C%C3%B3ndor
I.Ae. 37P,I.Ae. 37P,/wiki/I.Ae._37P
I.Ae. 37,I.Ae. 37,/wiki/I.Ae._37
I.Ae. 38 Naranjero,I.Ae. 38 Naranjero,/wiki/I.Ae._38_Naranjero
I.Ae. 41 Urubú,I.Ae. 41 Urubú,/wiki/I.Ae._41_Urub%C3%BA
I.Ae. 45 Querandí,I.Ae. 45 Querandí,/wiki/I.Ae._45_Querand%C3%AD
I.Ae. 46 Ranquel,I.Ae. 46 Ranquel,/wiki/I.Ae._46_Ranquel
IAI AMIT Fouga,IAI AMIT Fouga,/wiki/IAI_AMIT_Fouga
IAI Arava,IAI Arava,/wiki/IAI_Arava
IAI Astra,IAI Astra,/wiki/IAI_Astra
IAI C-38 Courier,IAI C-38 Courier,/wiki/IAI_C-38_Courier
IAI Commodore Jet,IAI Commodore Jet,/wiki/IAI_Commodore_Jet
IAI F-21 Kfir,IAI F-21 Kfir,/wiki/IAI_F-21_Kfir
IAI Galaxy,IAI Galaxy,/wiki/IAI_Galaxy
IAI Harpy,IAI Harpy,/wiki/IAI_Harpy
IAI Heron,IAI Heron,/wiki/IAI_Heron
IAI 1121 Jet Commander,IAI 1121 Jet Commander,/wiki/IAI_1121_Jet_Commander
IAI Kfir,IAI Kfir,/wiki/IAI_Kfir
IAI Lavi,IAI Lavi,/wiki/IAI_Lavi
IAI Nesher,IAI Nesher,/wiki/IAI_Nesher
IAI Phalcon,IAI Phalcon,/wiki/IAI_Phalcon
IAI Pioneer,IAI Pioneer,/wiki/IAI_Pioneer
IAI Scout,IAI Scout,/wiki/IAI_Scout
IAI Seascan,IAI Seascan,/wiki/IAI_Seascan
IAI Westwind,IAI Westwind,/wiki/IAI_Westwind
IAI Nammer,IAI Nammer,/wiki/IAI_Nammer
IAI EL/W-2085,IAI EL/W-2085,/wiki/IAI_EL/W-2085
IAMI Azarakhsh,IAMI Azarakhsh,/wiki/IAMI_Azarakhsh
IAMI Iran-140,IAMI Iran-140,/wiki/IAMI_Iran-140
IAMI Shafagh,IAMI Shafagh,/wiki/IAMI_Shafagh
IAMI Simorgh,IAMI Simorgh,/wiki/IAMI_Simorgh
Iannotta I-66 San Francesco,Iannotta I-66 San Francesco,/wiki/Iannotta_I-66_San_Francesco
Iannotta I-66L San Francesco 2,Iannotta I-66L San Francesco 2,/wiki/Iannotta_I-66L_San_Francesco_2
Iannotta I-96 San Francesco 3,Iannotta I-96 San Francesco 3,/wiki/Iannotta_I-96_San_Francesco_3
IAIO Toofan I,IAIO Toofan I,/wiki/IAIO_Toofan_I
IAIO Toofan II,IAIO Toofan II,/wiki/IAIO_Toofan_II
IAR CV 11,IAR CV 11,/wiki/IAR_CV_11
IAR 12,IAR 12,/wiki/IAR_12
IAR 13,IAR 13,/wiki/IAR_13
IAR 14,IAR 14,/wiki/IAR_14
IAR 15,IAR 15,/wiki/IAR_15
IAR 16,IAR 16,/wiki/IAR_16
IAR 22,IAR 22,/wiki/IAR_22
IAR 23,IAR 23,/wiki/IAR_23
IAR 24,IAR 24,/wiki/IAR_24
IAR 27,IAR 27,/wiki/IAR_27
IAR 36,IAR 36,/wiki/IAR_36
IAR 37,IAR 37,/wiki/IAR_37
IAR 38,IAR 38,/wiki/IAR_38
IAR 39,IAR 39,/wiki/IAR_39
IAR 46,IAR 46,/wiki/IAR_46
IAR 47,IAR 47,/wiki/IAR_47
IAR 79,IAR 79,/wiki/IAR_79
IAR 80,IAR 80,/wiki/IAR_80
IAR 81,IAR 81,/wiki/IAR_81
IAR 93 Vultur,IAR 93 Vultur,/wiki/IAR_93_Vultur
IAR 95,IAR 95,/wiki/IAR_95
IAR 99,IAR 99,/wiki/IAR_99
IAR 109,IAR 109,/wiki/IAR_109
IAR 316,IAR 316,/wiki/IAR_316
IAR 317,IAR 317,/wiki/IAR_317
IAR 330,IAR 330,/wiki/IAR_330
IAR 330L - Socat,IAR 330L - Socat,/wiki/IAR_330L_-_Socat
IAR 817,IAR 817,/wiki/IAR_817
IAR 818,IAR 818,/wiki/IAR_818
IAR 821,IAR 821,/wiki/IAR_821
IAR 822,IAR 822,/wiki/IAR_822
IAR 823,IAR 823,/wiki/IAR_823
IAR 825,IAR 825,/wiki/IAR_825
IAR 826,IAR 826,/wiki/IAR_826
IAR 827,IAR 827,/wiki/IAR_827
IAR 828,IAR 828,/wiki/IAR_828
IAR 831,IAR 831,/wiki/IAR_831
Iberavia I-11,Iberavia I-11,/wiki/Iberavia_I-11
Ibis GS-240,Ibis GS-240,/wiki/Ibis_GS-240
Ibis GS-450 Magic,Ibis GS-450 Magic,/wiki/Ibis_GS-450_Magic
Ibis GS-501 Urraco,Ibis GS-501 Urraco,/wiki/Ibis_GS-501_Urraco
Ibis GS-600 Arrow,Ibis GS-600 Arrow,/wiki/Ibis_GS-600_Arrow
Ibis GS-700 Magic,Ibis GS-700 Magic,/wiki/Ibis_GS-700_Magic
Ibis GS-710 Magic,Ibis GS-710 Magic,/wiki/Ibis_GS-710_Magic
Ibis GS-730 Super Magic,Ibis GS-730 Super Magic,/wiki/Ibis_GS-730_Super_Magic
Ibis GS-750 Grand Magic,Ibis GS-750 Grand Magic,/wiki/Ibis_GS-750_Grand_Magic
ICA IS-23,ICA IS-23,/wiki/ICA_IS-23
ICA IS-28,ICA IS-28,/wiki/ICA_IS-28
ICA IS-28M,ICA IS-28M,/wiki/ICA_IS-28M
ICA IS-29,ICA IS-29,/wiki/ICA_IS-29
ICA IS-30,ICA IS-30,/wiki/ICA_IS-30
ICA IS-31,ICA IS-31,/wiki/ICA_IS-31
ICA IS-32,ICA IS-32,/wiki/ICA_IS-32
ICA IS-33,ICA IS-33,/wiki/ICA_IS-33
ICAR M.23b,ICAR M.23b,/wiki/ICAR_M.23b
ICAR Universal Tourer,ICAR Universal Tourer,/wiki/ICAR_Universal_Tourer
ICAR Universal Aerobat,ICAR Universal Aerobat,/wiki/ICAR_Universal_Aerobat
ICAR Universal Trainer,ICAR Universal Trainer,/wiki/ICAR_Universal_Trainer
ICAR M.36 Comercial,ICAR M.36 Comercial,/wiki/ICAR_M.36_Comercial
ICAR F-10G,ICAR F-10G,/wiki/ICAR_F-10G
Icaro Laminar,Icaro Laminar,/wiki/Icaro_Laminar
Icaro Mars,Icaro Mars,/wiki/Icaro_Mars
Icaro MastR,Icaro MastR,/wiki/Icaro_MastR
Icaro Pit-Trike,Icaro Pit-Trike,/wiki/Icaro_Pit-Trike
Icaro Relax,Icaro Relax,/wiki/Icaro_Relax
Icaro RX2,Icaro RX2,/wiki/Icaro_RX2
Icaro Stratos,Icaro Stratos,/wiki/Icaro_Stratos
Icaro Twin Electric,Icaro Twin Electric,/wiki/Icaro_Twin_Electric
Icarus F99 Rambo,Icarus F99 Rambo,/wiki/Icarus_F99_Rambo
Icon A5,Icon A5,/wiki/Icon_A5
ICP Amigo,ICP Amigo,/wiki/ICP_Amigo
ICP Bingo,ICP Bingo,/wiki/ICP_Bingo
ICP Savannah,ICP Savannah,/wiki/ICP_Savannah
ICP Vimana,ICP Vimana,/wiki/ICP_Vimana
IAR 818,IAR 818,/wiki/IAR_818
Idea Hydropteron,Idea Hydropteron,/wiki/Idea_Hydropteron
E-Genius,e-Genius,/wiki/E-Genius
IFIL RG-1,IFIL RG-1,/wiki/IFIL_RG-1
IFIL RG-5 Pescăruş,IFIL RG-5 Pescăruş,/wiki/IFIL_RG-5_Pesc%C4%83ru%C5%9F
IFIL RG-6,IFIL RG-6,/wiki/IFIL_RG-6
IIL IS-5,IIL IS-5,/wiki/IIL_IS-5
IIL IS-8,IIL IS-8,/wiki/IIL_IS-8
IIL IS-10,IIL IS-10,/wiki/IIL_IS-10
IIL IS-12,IIL IS-12,/wiki/IIL_IS-12
IIL IS-13,IIL IS-13,/wiki/IIL_IS-13
Ikar Ai-10 Ikar,Ikar Ai-10 Ikar,/wiki/Ikar_Ai-10_Ikar
Ikarus 213,Ikarus 213,/wiki/Ikarus_213
Ikarus 214,Ikarus 214,/wiki/Ikarus_214
Ikarus 215,Ikarus 215,/wiki/Ikarus_215
Ikarus 232 Pionir,Ikarus 232 Pionir,/wiki/Ikarus_232_Pionir
Ikarus 251,Ikarus 251,/wiki/Ikarus_251
Ikarus 451,Ikarus 451,/wiki/Ikarus_451
Ikarus 452,Ikarus 452,/wiki/Ikarus_452
Ikarus 522,Ikarus 522,/wiki/Ikarus_522
Ikarus Aero 2,Ikarus Aero 2,/wiki/Ikarus_Aero_2
Ikarus Aero 3,Ikarus Aero 3,/wiki/Ikarus_Aero_3
Ikarus IK 2,Ikarus IK 2,/wiki/Ikarus_IK_2
Ikarus IO,Ikarus IO,/wiki/Ikarus_IO
Ikarus Košava,Ikarus Košava,/wiki/Ikarus_Ko%C5%A1ava
Ikarus Kurir,Ikarus Kurir,/wiki/Ikarus_Kurir
Ikarus Kurir,Ikarus Kurir H,/wiki/Ikarus_Kurir
Ikarus Meteor,Ikarus Meteor,/wiki/Ikarus_Meteor
Ikarus Orkan,Ikarus Orkan,/wiki/Ikarus_Orkan
Ikarus S-49,Ikarus S-49,/wiki/Ikarus_S-49
Ikarus SM,Ikarus SM,/wiki/Ikarus_SM
Ikarus Trojka,Ikarus Trojka,/wiki/Ikarus_Trojka
Ikarus MM-2,Ikarus MM-2,/wiki/Ikarus_MM-2
Ikarus Funflyer,Ikarus Funflyer,/wiki/Ikarus_Funflyer
Ikarus Doppel,Ikarus Doppel,/wiki/Ikarus_Doppel
Ikarus Grasshopper,Ikarus Grasshopper,/wiki/Ikarus_Grasshopper
Ikarus Imagine,Ikarus Imagine,/wiki/Ikarus_Imagine
Ikarus C42,Ikarus C42,/wiki/Ikarus_C42
Ikarus C52,Ikarus C52,/wiki/Ikarus_C52
Ilyushin BSh-2,Ilyushin BSh-2,/wiki/Ilyushin_BSh-2
Ilyushin DB-3,Ilyushin DB-3,/wiki/Ilyushin_DB-3
Ilyushin DB-4,Ilyushin DB-4,/wiki/Ilyushin_DB-4
Ilyushin I-21,Ilyushin I-21,/wiki/Ilyushin_I-21
Ilyushin Il-1,Ilyushin Il-1,/wiki/Ilyushin_Il-1
Ilyushin Il-2,Ilyushin Il-2,/wiki/Ilyushin_Il-2
Ilyushin Il-4,Ilyushin Il-4,/wiki/Ilyushin_Il-4
Ilyushin Il-6,Ilyushin Il-6,/wiki/Ilyushin_Il-6
Ilyushin Il-8,Ilyushin Il-8,/wiki/Ilyushin_Il-8
Ilyushin Il-10,Ilyushin Il-10,/wiki/Ilyushin_Il-10
Ilyushin Il-12,Ilyushin Il-12,/wiki/Ilyushin_Il-12
Ilyushin Il-14,Ilyushin Il-14,/wiki/Ilyushin_Il-14
Ilyushin Il-16 (1945),Ilyushin Il-16,/wiki/Ilyushin_Il-16_(1945)
Ilyushin Il-18 (1946),Ilyushin Il-18,/wiki/Ilyushin_Il-18_(1946)
Ilyushin Il-18,Ilyushin Il-18,/wiki/Ilyushin_Il-18
Ilyushin Il-20 (1948),Ilyushin Il-20 (1948),/wiki/Ilyushin_Il-20_(1948)
Ilyushin Il-20,Ilyushin Il-20,/wiki/Ilyushin_Il-20
Ilyushin Il-22,Ilyushin Il-22,/wiki/Ilyushin_Il-22
Ilyushin Il-22,Ilyushin Il-22,/wiki/Ilyushin_Il-22
Ilyushin Il-24,Ilyushin Il-24,/wiki/Ilyushin_Il-24
Ilyushin Il-26,Ilyushin Il-26,/wiki/Ilyushin_Il-26
Ilyushin Il-28,Ilyushin Il-28,/wiki/Ilyushin_Il-28
Ilyushin Il-30,Ilyushin Il-30,/wiki/Ilyushin_Il-30
Ilyushin Il-32,Ilyushin Il-32,/wiki/Ilyushin_Il-32
Ilyushin Il-38,Ilyushin Il-38,/wiki/Ilyushin_Il-38
Ilyushin Il-40,Ilyushin Il-40,/wiki/Ilyushin_Il-40
Ilyushin Il-46,Ilyushin Il-46,/wiki/Ilyushin_Il-46
Ilyushin Il-54,Ilyushin Il-54,/wiki/Ilyushin_Il-54
Ilyushin Il-62,Ilyushin Il-62,/wiki/Ilyushin_Il-62
Ilyushin Il-76,Ilyushin Il-76,/wiki/Ilyushin_Il-76
Ilyushin Il-78,Ilyushin Il-78,/wiki/Ilyushin_Il-78
Ilyushin Il-80,Ilyushin Il-80,/wiki/Ilyushin_Il-80
Ilyushin Il-82,Ilyushin Il-82,/wiki/Ilyushin_Il-82
Ilyushin Il-86,Ilyushin Il-86,/wiki/Ilyushin_Il-86
Ilyushin Il-96,Ilyushin Il-96,/wiki/Ilyushin_Il-96
Ilyushin Il-102,Ilyushin Il-102,/wiki/Ilyushin_Il-102
Ilyushin Il-103,Ilyushin Il-103,/wiki/Ilyushin_Il-103
Ilyushin Il-106,Ilyushin Il-106,/wiki/Ilyushin_Il-106
Ilyushin IL-108,Ilyushin Il-108,/wiki/Ilyushin_IL-108
Ilyushin Il-112,Ilyushin Il-112,/wiki/Ilyushin_Il-112
Ilyushin Il-114,Ilyushin Il-114,/wiki/Ilyushin_Il-114
List of aircraft (M),Meridionali,/wiki/List_of_aircraft_(M)#Meridionali
IMPA Tu-Sa-O,IMPA Tu-Sa-O,/wiki/IMPA_Tu-Sa-O
Impuls 14,Impuls 14,/wiki/Impuls_14
Impuls 17,Impuls 17,/wiki/Impuls_17
Impuls IC,Impuls IC,/wiki/Impuls_IC
Indaer Peru Chuspi,Indaer Peru Chuspi,/wiki/Indaer_Peru_Chuspi
Independence Akron,Independence Akron,/wiki/Independence_Akron
Independence Avalon,Independence Avalon,/wiki/Independence_Avalon
Independence Dragon,Independence Dragon,/wiki/Independence_Dragon
Independence Raptor,Independence Raptor,/wiki/Independence_Raptor
Independence Speed Tandem,Independence Speed Tandem,/wiki/Independence_Speed_Tandem
NU-200 Sikumbang,NU-200 Sikumbang,/wiki/NU-200_Sikumbang
NU-225 Sikumbang,NU-225 Sikumbang,/wiki/NU-225_Sikumbang
NU-260 Sikumbang,NU-260 Sikumbang,/wiki/NU-260_Sikumbang
Belalang 85,Belalang 85,/wiki/Belalang_85
Belalang 90,Belalang 90,/wiki/Belalang_90
LIPNUR Kunang,NU-25 Kunang,/wiki/LIPNUR_Kunang
LIPNUR Super Kunang,Super Kunang 35,/wiki/LIPNUR_Super_Kunang
Kindjeng 150,Kindjeng 150,/wiki/Kindjeng_150
B-8m Kolentang,B-8m Kolentang,/wiki/B-8m_Kolentang
Pazmany PL-2,LIPNUR LT-200 Angkatang,/wiki/Pazmany_PL-2
LIPNUR Nu-90 Belalang,LIPNUR Nu-90 Belalang,/wiki/LIPNUR_Nu-90_Belalang
LIPNUR Kindjeng,LIPNUR Kindjeng,/wiki/LIPNUR_Kindjeng
LIPNUR Kolentang,LIPNUR Kolentang,/wiki/LIPNUR_Kolentang
LIPNUR Kumbang,LIPNUR Kumbang,/wiki/LIPNUR_Kumbang
LIPNUR Kunang-kunang,LIPNUR Kunang-kunang,/wiki/LIPNUR_Kunang-kunang
LIPNUR Sikumbang,LIPNUR Sikumbang,/wiki/LIPNUR_Sikumbang
LIPNUR Super Kunang,LIPNUR Super Kunang I,/wiki/LIPNUR_Super_Kunang
LIPNUR Super Kunang,LIPNUR Super Kunang II,/wiki/LIPNUR_Super_Kunang
CASA-Nurtanio CN-235,CASA-Nurtanio CN-235,/wiki/CASA-Nurtanio_CN-235
CASA C.212 Aviocar,NC 212,/wiki/CASA_C.212_Aviocar
Indonesian Aerospace N-219,Indonesian Aerospace N-219,/wiki/Indonesian_Aerospace_N-219
Indonesian Aerospace N-2130,Indonesian Aerospace N-2130,/wiki/Indonesian_Aerospace_N-2130
Indonesian Aerospace CN-235,Indonesian Aerospace CN-235,/wiki/Indonesian_Aerospace_CN-235
Indonesian Aerospace N-245,Indonesian Aerospace N-245,/wiki/Indonesian_Aerospace_N-245
Indonesian Aerospace N-250,Indonesian Aerospace N-250,/wiki/Indonesian_Aerospace_N-250
Aérospatiale Puma,NAS 330J,/wiki/A%C3%A9rospatiale_Puma
Eurocopter Super Puma,NAS 332,/wiki/Eurocopter_Super_Puma
Bell 412,NBell 412,/wiki/Bell_412
Bölkow Bo 105,NBO 105,/wiki/B%C3%B6lkow_Bo_105
IPTN C-212,IPTN C-212,/wiki/IPTN_C-212
IPTN CN-235,IPTN CN-235,/wiki/IPTN_CN-235
IPTN N-250,IPTN N-250,/wiki/IPTN_N-250
IPTN N-2130,IPTN N-2130,/wiki/IPTN_N-2130
IPTN NAS-330 J,IPTN NAS-330 J,/wiki/IPTN_NAS-330_J
IPTN NAS-332,IPTN NAS-332,/wiki/IPTN_NAS-332
IPTN NBell-412,IPTN NBell-412,/wiki/IPTN_NBell-412
IPTN NBO-105,IPTN NBO-105,/wiki/IPTN_NBO-105
Indraéro Aéro 101,Indraéro Aéro 101,/wiki/Indra%C3%A9ro_A%C3%A9ro_101
Indraéro Aéro 110,Indraéro Aéro 110,/wiki/Indra%C3%A9ro_A%C3%A9ro_110
Indraéro Aéro 20,Indraéro Aéro 20,/wiki/Indra%C3%A9ro_A%C3%A9ro_20
Indraéro Aéro 30,Indraéro Aéro 30,/wiki/Indra%C3%A9ro_A%C3%A9ro_30
Indy T-Bird I,Indy T-Bird I,/wiki/Indy_T-Bird_I
Indy T-Bird II,Indy T-Bird II,/wiki/Indy_T-Bird_II
Infinity Purple,Infinity Purple,/wiki/Infinity_Purple
Innovator Mosquito Air,Innovator Mosquito Air,/wiki/Innovator_Mosquito_Air
Insitu Aerosonde,Insitu Aerosonde,/wiki/Insitu_Aerosonde
Insitu Insight,Insitu Insight,/wiki/Insitu_Insight
Boeing ScanEagle,Boeing ScanEagle,/wiki/Boeing_ScanEagle
Insitu Integrator,Insitu Integrator,/wiki/Insitu_Integrator
INTA HM.1,INTA HM.1,/wiki/INTA_HM.1
INTA HM.2,INTA HM.2,/wiki/INTA_HM.2
INTA HM.3,INTA HM.3,/wiki/INTA_HM.3
INTA HM.5,INTA HM.5,/wiki/INTA_HM.5
INTA HM.7,INTA HM.7,/wiki/INTA_HM.7
INTA HM.9,INTA HM.9,/wiki/INTA_HM.9
Interavia I-3,Interavia I-3,/wiki/Interavia_I-3
Interceptor 400,Interceptor 400,/wiki/Interceptor_400
Catron & Fisk CF-10,International F-10 Triplane,/wiki/Catron_%26_Fisk_CF-10
International F-17 Sportsman,International F-17 Sportsman,/wiki/International_F-17_Sportsman
International F-18 Air Coach,International F-18 Air Coach,/wiki/International_F-18_Air_Coach
International Ultralight Banchee,International Ultralight Banchee,/wiki/International_Ultralight_Banchee
InterPlane Griffon,InterPlane Griffon,/wiki/InterPlane_Griffon
InterPlane Skyboy,InterPlane Skyboy,/wiki/InterPlane_Skyboy
InterPlane Starboy,InterPlane Starboy,/wiki/InterPlane_Starboy
InterPlane ZJ-Viera,InterPlane ZJ-Viera,/wiki/InterPlane_ZJ-Viera
Interstate Arctic Tern,Interstate Arctic Tern,/wiki/Interstate_Arctic_Tern
Interstate S-1 Cadet,Interstate S-1 Cadet,/wiki/Interstate_S-1_Cadet
Interstate BDR,Interstate BDR,/wiki/Interstate_BDR
Interstate BQ-4,Interstate BQ-4,/wiki/Interstate_BQ-4
Interstate BQ-5,Interstate BQ-5,/wiki/Interstate_BQ-5
Interstate BQ-6,Interstate BQ-6,/wiki/Interstate_BQ-6
Interstate L-6 Cadet,Interstate L-6 Cadet,/wiki/Interstate_L-6_Cadet
Interstate L-8 Cadet,Interstate L-8 Cadet,/wiki/Interstate_L-8_Cadet
Interstate O-63 Cadet,Interstate O-63 Cadet,/wiki/Interstate_O-63_Cadet
Interstate TDR,Interstate TDR,/wiki/Interstate_TDR
Interstate TD2R,Interstate TD2R,/wiki/Interstate_TD2R
Interstate TD3R,Interstate TD3R,/wiki/Interstate_TD3R
Invincible D-D,Invincible D-D,/wiki/Invincible_D-D
Ion Aircraft Ion,Ion Aircraft Ion,/wiki/Ion_Aircraft_Ion
Ion Aircraft Ion 100,Ion Aircraft Ion 100,/wiki/Ion_Aircraft_Ion_100
Ion Aircraft Ion 105,Ion Aircraft Ion 105,/wiki/Ion_Aircraft_Ion_105
Ion Aircraft Ion 120,Ion Aircraft Ion 120,/wiki/Ion_Aircraft_Ion_120
I.P.D BF-1 Beija-Flor,I.P.D BF-1 Beija-Flor,/wiki/I.P.D_BF-1_Beija-Flor
IPT-16 Surubim,IPT-16 Surubim,/wiki/IPT-16_Surubim
IRI T250A,IRI T250A,/wiki/IRI_T250A
IRI T22B,IRI T22B,/wiki/IRI_T22B
Irkut MS-21,Irkut MS-21,/wiki/Irkut_MS-21
Irkut A-002,Irkut A-002,/wiki/Irkut_A-002
IAR 821,IAR 821,/wiki/IAR_821
IAR 822,IAR 822,/wiki/IAR_822
Isaacs Fury,Isaacs Fury,/wiki/Isaacs_Fury
Isaacs Fury II,Isaacs Fury II,/wiki/Isaacs_Fury_II
Isaacs Spitfire,Isaacs Spitfire,/wiki/Isaacs_Spitfire
Isacco-Saunders I-3 Helicogyr,Isacco-Saunders I-3 Helicogyr,/wiki/Isacco-Saunders_I-3_Helicogyr
Island X-199 Spectra,Island X-199 Spectra,/wiki/Island_X-199_Spectra
ISON Airbike,ISON Airbike,/wiki/ISON_Airbike
Issoire APM 20 Lionceau,Issoire APM 20 Lionceau,/wiki/Issoire_APM_20_Lionceau
Issoire APM 30 Lion,Issoire APM 30 Lion,/wiki/Issoire_APM_30_Lion
Issoire APM 40 Simba,Issoire APM 40 Simba,/wiki/Issoire_APM_40_Simba
I.S.T. XL-14 Maya,I.S.T. XL-14 Maya,/wiki/I.S.T._XL-14_Maya
I.S.T. XL-15 Tagak,I.S.T. XL-15 Tagak,/wiki/I.S.T._XL-15_Tagak
I.S.T. L-17 Musang,I.S.T. L-17 Musang,/wiki/I.S.T._L-17_Musang
Istra Ezhik,Istra Ezhik,/wiki/Istra_Ezhik
Italair F.20 Pegaso,Italair F.20 Pegaso,/wiki/Italair_F.20_Pegaso
ITV Diamant,ITV Diamant,/wiki/ITV_Diamant
ITV Opale,ITV Opale,/wiki/ITV_Opale
ITV Polaris,ITV Polaris,/wiki/ITV_Polaris
ITV Proxima,ITV Proxima,/wiki/ITV_Proxima
ITV Tomahawk,ITV Tomahawk,/wiki/ITV_Tomahawk
ITV Turquoise,ITV Turquoise,/wiki/ITV_Turquoise
Istra Ezhik,Istra Ezhik,/wiki/Istra_Ezhik
J & J Ultralights Tukan,J & J Ultralights Tukan,/wiki/J_%26_J_Ultralights_Tukan
J & J Ultralights Seawing,J & J Ultralights Seawing,/wiki/J_%26_J_Ultralights_Seawing
Jabiru J160,Jabiru J160,/wiki/Jabiru_J160
Jabiru J170,Jabiru J170,/wiki/Jabiru_J170
Jabiru J200,Jabiru J200,/wiki/Jabiru_J200
Jabiru J230,Jabiru J230,/wiki/Jabiru_J230
Jabiru J400,Jabiru J400,/wiki/Jabiru_J400
Jabiru J430,Jabiru J430,/wiki/Jabiru_J430
Jabiru J450,Jabiru J450,/wiki/Jabiru_J450
Jabiru SP,Jabiru SP,/wiki/Jabiru_SP
Thruxton Jackaroo,Thruxton Jackaroo,/wiki/Thruxton_Jackaroo
Jaffe SA-32T Turbo-Trainer,Jaffe SA-32T Turbo-Trainer,/wiki/Jaffe_SA-32T_Turbo-Trainer
Jameson RJJ-1 Gipsy Hawk,Jameson RJJ-1 Gipsy Hawk,/wiki/Jameson_RJJ-1_Gipsy_Hawk
Jamieson J-1 Jupiter,Jamieson J-1 Jupiter,/wiki/Jamieson_J-1_Jupiter
Jamieson J,Jamieson J,/wiki/Jamieson_J
Janowski J-1B Don Kichot,Janowski J-1B Don Kichot,/wiki/Janowski_J-1B_Don_Kichot
Janowski J-5 Marco,Janowski J-5 Marco,/wiki/Janowski_J-5_Marco
Jancsó-Szegedy M-24,Jancsó-Szegedy M-24,/wiki/Jancs%C3%B3-Szegedy_M-24
Javelin Wichawk,Javelin Wichawk,/wiki/Javelin_Wichawk
Javelin V6 STOL,Javelin V6 STOL,/wiki/Javelin_V6_STOL
Jean-Montet Quasar 200,Jean-Montet Quasar 200,/wiki/Jean-Montet_Quasar_200
Jeannin Taube,Jeannin Taube,/wiki/Jeannin_Taube
